customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
9652,76.0,Georgia,Premium,Monthly,4,Paypal,Medium,-1417,24.87839655,113.1785385,0.520572331,41,214,45,136,80,48,7,0
9653,18.0,Utah,Premium,Monthly,3,Credit Card,Low,-2095,37.22633717,23.59854605,0.634373025,388,100,43,145,3,25,25,0
9654,52.0,North Dakota,Student,Monthly,4,Apple Pay,Medium,-1939,41.70525758,101.487943,0.829750112,12,57,15,119,84,34,45,1
9655,61.0,New Jersey,Family,Yearly,3,Paypal,Medium,-494,22.65569306,89.18183807,0.173539692,212,84,22,96,0,0,43,1
9656,,South Carolina,Family,Yearly,3,Paypal,High,-1037,14.82790636,102.7529353,0.234586077,3,277,20,195,87,9,30,1
9657,26.0,Idaho,Family,Monthly,3,Debit Card,High,-2355,40.14558054,70.26414039,0.523444122,189,66,2,65,11,10,38,0
9658,36.0,Nebrasksa,Family,Yearly,4,Apple Pay,Low,-2626,23.68950473,22.98673138,0.519400195,415,58,19,45,28,0,33,0
9659,19.0,Washington,Free,Yearly,0,Debit Card,Low,-2028,19.85723623,6.401763798,0.49423828,324,202,15,96,59,2,24,0
9660,42.0,Utah,Family,Monthly,3,Debit Card,Low,-318,32.82064902,40.44344336,0.426394742,461,139,29,102,72,25,40,0
9661,18.0,New Jersey,Premium,Yearly,3,Debit Card,Medium,-2564,29.76295205,106.6710462,0.301939606,406,216,39,86,58,35,9,0
9662,,California,Family,Monthly,2,Paypal,High,-1318,,24.59633166,0.258008063,143,258,10,63,26,45,26,1
9663,23.0,Maine,Free,Monthly,4,Apple Pay,Low,-44,40.23840152,35.54683213,0.312608111,475,245,23,17,91,48,36,1
9664,52.0,New Jersey,Premium,Monthly,3,Paypal,High,-2715,30.25822974,81.27715813,0.690166986,445,152,27,26,37,27,48,1
9665,58.0,New York,Family,Monthly,1,Credit Card,High,-1643,43.32524497,113.5211646,0.051146787,65,65,44,59,22,9,11,0
9666,68.0,West Virginia,Family,Yearly,1,Apple Pay,Low,-2391,45.56365199,116.9027903,0.610931317,192,141,42,74,11,10,11,0
9667,67.0,South Carolina,Premium,Yearly,1,Apple Pay,Medium,-778,9.764013332,112.172719,0.206435441,454,73,14,165,15,16,37,1
9668,63.0,Georgia,Family,Monthly,3,Apple Pay,Medium,-297,6.24885971,45.49732552,0.910844223,130,174,20,17,20,24,37,1
9669,58.0,Georgia,Free,Yearly,1,Paypal,High,-1199,45.52639295,52.57927001,0.184637307,160,187,21,5,97,47,42,1
9670,73.0,Wisconsin,Premium,Monthly,3,Credit Card,Low,-540,35.27183791,39.38824452,0.448729586,226,276,18,117,15,2,38,0
9671,,Idaho,Student,Yearly,2,Paypal,High,-701,46.10380815,5.931412325,0.805886075,13,226,30,156,56,30,8,0
9672,22.0,Wisconsin,Family,Monthly,0,Debit Card,High,-2519,,1.991587588,0.044088355,266,265,21,123,20,9,20,1
9673,37.0,Georgia,Student,Monthly,4,Paypal,High,-1330,48.05942898,49.57737058,0.127216375,456,18,42,90,90,42,0,1
9674,77.0,Florida,Free,Yearly,4,Paypal,Low,-169,43.06849881,28.57371056,0.826365967,498,133,6,64,37,22,9,1
9675,49.0,Idaho,Premium,Yearly,4,Paypal,High,-1476,2.538921598,86.16328676,0.214079467,481,190,35,192,23,28,47,1
9676,79.0,Alabama,Student,Yearly,0,Credit Card,Medium,-1860,15.8714422,6.041339136,0.00133634,387,30,43,128,57,20,31,0
9677,52.0,Vermont,Premium,Monthly,1,Apple Pay,Low,-490,,55.48955359,0.870840278,253,121,34,35,86,6,0,0
9678,,Montana,Free,Yearly,1,Paypal,Low,-158,16.49140389,4.323148488,0.783647646,184,91,49,85,70,45,18,1
9679,39.0,Alabama,Student,Monthly,2,Apple Pay,High,-1646,46.23830098,53.29667577,0.568576307,401,34,38,133,39,12,45,0
9680,20.0,West Virginia,Premium,Monthly,0,Apple Pay,High,-665,49.84567388,106.0785202,0.810483032,493,101,46,4,76,44,44,0
9681,51.0,Nebrasksa,Student,Yearly,0,Apple Pay,Medium,-2280,38.25771254,9.449461225,0.196988529,114,181,33,14,38,0,20,1
9682,76.0,Montana,Premium,Monthly,4,Debit Card,Medium,-1786,40.13767592,37.20358619,0.450548184,104,37,33,95,77,42,4,0
9683,26.0,Virginia,Premium,Monthly,0,Apple Pay,High,-2034,30.4712031,8.853163739,0.249248607,47,270,32,195,77,33,1,1
9684,37.0,Idaho,Premium,Yearly,1,Paypal,Medium,-1726,17.58853484,51.82233576,0.725680449,190,190,11,64,49,21,22,0
9685,55.0,Wisconsin,Premium,Monthly,2,Credit Card,Medium,-2699,6.18289152,119.3749253,0.938597983,380,36,18,196,37,34,22,1
9686,59.0,North Dakota,Free,Yearly,3,Paypal,Low,-2881,18.82486263,101.1932748,0.546992938,24,204,3,155,92,16,20,1
9687,40.0,New York,Premium,Monthly,4,Debit Card,Medium,-896,3.440116018,40.57553369,0.12566222,331,234,18,33,40,41,34,1
9688,18.0,Utah,Student,Monthly,4,Credit Card,Low,-2311,6.774388574,44.04679457,0.844367599,86,58,10,51,47,3,24,1
9689,56.0,New York,Student,Yearly,2,Credit Card,Medium,-251,48.83541746,83.11483573,0.934557077,343,4,5,123,65,32,37,0
9690,30.0,Idaho,Free,Monthly,0,Apple Pay,High,-2811,10.61601081,21.10487641,0.259857107,304,246,42,42,47,21,17,1
9691,70.0,California,Free,Monthly,3,Credit Card,High,-861,,48.52976558,0.477358436,407,207,1,161,84,36,28,1
9692,37.0,California,Student,Yearly,0,Credit Card,High,-1647,47.95186943,70.21683022,0.623722726,238,5,31,103,46,31,10,0
9693,35.0,West Virginia,Free,Monthly,2,Paypal,Low,-2468,,73.53212375,0.846670362,255,28,11,102,20,17,13,0
9694,62.0,Alabama,Free,Monthly,2,Apple Pay,Medium,-2348,6.833076307,62.08038173,0.552487693,156,292,7,92,76,34,5,1
9695,,Montana,Student,Yearly,3,Debit Card,Medium,-2916,22.31476065,13.78893974,0.253415426,421,132,22,135,59,2,24,0
9696,64.0,Georgia,Free,Yearly,1,Apple Pay,Medium,-1485,11.71119838,65.85710215,0.727166246,273,298,16,142,2,5,10,1
9697,59.0,North Carolina,Student,Monthly,4,Debit Card,High,-1022,,112.5103725,0.364972059,260,192,15,161,89,1,1,1
9698,66.0,South Carolina,Family,Yearly,0,Debit Card,Low,-239,15.3487983,40.46271585,0.673153672,345,23,0,17,63,45,44,0
9699,59.0,Utah,Family,Yearly,1,Paypal,Medium,-1389,4.499496607,89.68093668,0.253823886,58,273,16,69,48,25,1,1
9700,45.0,California,Family,Yearly,3,Paypal,Low,-1248,19.38707826,82.77386762,0.779388949,425,27,15,106,86,4,37,1
9701,33.0,Idaho,Student,Monthly,0,Debit Card,High,-430,29.72329793,50.53714847,0.682971328,22,150,36,3,92,42,4,1
9702,22.0,Georgia,Family,Yearly,4,Paypal,High,-126,48.77071282,22.89659893,0.480963368,382,106,35,24,67,48,42,0
9703,23.0,Maine,Premium,Monthly,1,Debit Card,High,-2501,5.364035644,73.88410463,0.227172316,146,215,38,3,28,23,29,1
9704,,New Jersey,Free,Monthly,4,Credit Card,Medium,-896,45.18515556,114.7032473,0.582219366,393,89,37,179,19,44,38,1
9705,,Montana,Family,Yearly,4,Apple Pay,High,-1055,22.79661713,49.34918653,0.975912719,99,6,28,130,43,32,2,0
9706,44.0,Idaho,Family,Yearly,4,Paypal,High,-82,4.16458082,38.72836173,0.517197578,448,127,30,166,64,28,42,1
9707,57.0,Vermont,Free,Monthly,0,Debit Card,Medium,-2866,,60.48272674,0.376642572,204,36,49,145,92,0,28,1
9708,,North Carolina,Free,Monthly,3,Paypal,Low,-2774,16.69546229,108.9998819,0.516090692,68,132,31,25,90,31,7,1
9709,60.0,Montana,Free,Monthly,2,Debit Card,Medium,-1506,12.20031362,103.6298862,0.126938377,146,71,8,167,21,5,32,1
9710,33.0,New York,Student,Yearly,1,Credit Card,Low,-2790,16.85284453,22.269129,0.873292421,440,190,0,120,69,4,41,0
9711,38.0,Virginia,Student,Monthly,2,Apple Pay,High,-763,38.74947952,20.14168799,0.794331281,289,295,14,139,87,16,11,1
9712,67.0,West Virginia,Free,Yearly,1,Apple Pay,Low,-2333,1.821807091,98.34723784,0.524442896,480,173,47,17,99,38,29,1
9713,47.0,Virginia,Free,Yearly,4,Apple Pay,Low,-1234,7.210893198,21.34653346,0.859388758,491,162,11,50,3,40,13,1
9714,35.0,Alabama,Free,Monthly,1,Debit Card,High,-2483,47.10865443,27.53639501,0.74649124,220,253,23,42,68,17,19,1
9715,40.0,Maine,Student,Yearly,2,Apple Pay,High,-509,10.80579932,53.7187322,0.964383689,154,299,6,90,97,2,35,1
9716,23.0,Vermont,Free,Yearly,3,Credit Card,Medium,-1865,24.22232158,75.3540013,0.338621611,242,67,46,172,18,16,26,1
9717,39.0,New Jersey,Family,Yearly,3,Paypal,Low,-182,5.669859138,18.87582841,0.967195786,193,170,39,100,10,1,11,0
9718,18.0,Virginia,Family,Monthly,2,Apple Pay,Medium,-327,30.87176114,79.33978378,0.810060221,171,233,25,120,18,42,36,0
9719,46.0,New York,Family,Yearly,3,Paypal,Medium,-2886,17.76435742,52.54360169,0.686677857,45,160,35,28,36,38,34,0
9720,38.0,Utah,Premium,Monthly,3,Debit Card,Medium,-2157,1.895910741,21.69401013,0.978181569,488,285,3,158,43,9,41,1
9721,59.0,North Dakota,Free,Yearly,4,Apple Pay,Medium,-929,32.27688422,70.67134344,0.820708908,84,64,13,144,88,18,48,1
9722,24.0,North Dakota,Free,Yearly,1,Paypal,High,-867,35.03745663,2.872033937,0.361154452,160,83,46,52,63,32,0,1
9723,41.0,Florida,Free,Yearly,3,Apple Pay,High,-1716,29.62990835,25.72908228,0.92630546,107,77,30,74,17,41,36,1
9724,,Florida,Premium,Yearly,2,Apple Pay,High,-1181,44.07033057,42.38111021,0.73048958,222,50,11,193,62,44,33,0
9725,66.0,Alabama,Student,Monthly,0,Apple Pay,High,-2027,38.85241828,62.95690087,0.846762653,382,67,7,2,61,31,12,1
9726,58.0,South Carolina,Student,Monthly,1,Apple Pay,Medium,-779,3.814498059,101.385423,0.236475218,146,223,44,40,30,46,27,1
9727,69.0,Georgia,Student,Yearly,1,Apple Pay,Low,-1694,6.3753984,72.86686199,0.056098271,145,235,46,111,6,15,37,0
9728,53.0,Wisconsin,Free,Monthly,3,Debit Card,Low,-2827,33.60613376,21.94251659,0.591680781,307,293,37,80,51,33,35,0
9729,47.0,North Dakota,Student,Yearly,1,Debit Card,Medium,-330,46.28158126,8.747574143,0.15757733,496,153,38,43,86,20,9,0
9730,75.0,Wisconsin,Free,Yearly,2,Paypal,Low,-156,29.10037919,5.982911076,0.077128146,430,290,24,60,3,29,40,0
9731,32.0,North Carolina,Family,Yearly,4,Paypal,High,-973,21.57454461,40.20388199,0.635761723,98,113,32,90,86,7,12,1
9732,29.0,Washington,Premium,Yearly,2,Paypal,Medium,-1168,,44.7855057,0.800407875,104,255,0,105,10,23,2,1
9733,54.0,Virginia,Free,Yearly,4,Apple Pay,Medium,-421,7.053617443,33.71888056,0.199294935,277,230,30,156,50,47,3,1
9734,73.0,Montana,Free,Monthly,3,Credit Card,Low,-644,16.27887318,104.3830927,0.403358565,366,152,38,162,78,27,0,1
9735,21.0,North Dakota,Family,Monthly,4,Paypal,Medium,-1370,25.64472459,87.11714226,0.48706974,140,72,39,116,97,21,23,1
9736,33.0,Montana,Student,Monthly,4,Paypal,Medium,-450,26.12362277,24.53338978,0.575919637,203,152,24,56,62,9,47,1
9737,,Utah,Free,Monthly,0,Paypal,High,-2269,11.23210306,25.33050716,0.182235718,275,209,4,58,70,1,13,1
9738,31.0,New York,Student,Monthly,3,Credit Card,Medium,-2003,,68.19367531,0.185187077,61,168,6,160,93,28,20,1
9739,56.0,North Dakota,Free,Yearly,4,Apple Pay,Medium,-1165,24.86886901,80.01719565,0.637131419,153,91,5,20,50,1,49,1
9740,37.0,Florida,Free,Monthly,4,Credit Card,Medium,-1806,36.82593741,25.48506096,0.713816497,311,214,6,10,86,2,31,1
9741,65.0,Florida,Free,Monthly,4,Paypal,Medium,-1273,10.74005122,85.28025912,0.644770957,289,120,18,2,60,19,28,1
9742,67.0,South Carolina,Free,Monthly,2,Apple Pay,Low,-2085,41.11260278,22.68608936,0.868634441,471,171,28,10,70,49,13,1
9743,63.0,Idaho,Premium,Yearly,2,Debit Card,Low,-2135,41.04701639,5.764318798,0.02062514,318,76,7,36,99,32,19,0
9744,49.0,New York,Free,Monthly,4,Debit Card,High,-522,3.663392825,31.98702248,0.531010932,300,203,22,127,38,5,28,1
9745,30.0,California,Premium,Monthly,1,Debit Card,Low,-249,10.21503316,24.55273747,0.840151039,492,133,3,23,92,15,46,0
9746,76.0,Alabama,Family,Monthly,2,Credit Card,Medium,-1421,,92.38088075,0.059469848,295,85,27,182,41,13,38,0
9747,,Maine,Premium,Monthly,4,Paypal,High,-868,12.83023832,110.6321454,0.332725607,26,275,35,155,24,37,40,0
9748,47.0,Idaho,Family,Yearly,1,Apple Pay,Low,-804,12.09155516,54.40603481,0.255818995,247,198,5,170,74,4,10,0
9749,,Utah,Premium,Yearly,3,Apple Pay,Medium,-2814,35.56089813,66.34028102,0.252443511,412,46,49,162,27,20,31,1
9750,40.0,Utah,Premium,Yearly,4,Credit Card,High,-2771,17.94385378,96.59017737,0.710598321,15,95,34,124,93,33,37,1
9751,69.0,Montana,Student,Yearly,3,Debit Card,Low,-1658,5.919309934,93.97127031,0.09086587,195,177,17,0,40,25,40,1
9752,48.0,Idaho,Premium,Yearly,0,Paypal,Low,-1569,13.0295024,85.48162831,0.460312189,249,229,44,7,1,44,28,0
9753,27.0,Montana,Family,Monthly,0,Paypal,High,-1779,24.27654114,111.8457992,0.888090987,496,138,20,172,38,24,25,1
9754,,Utah,Family,Yearly,0,Credit Card,Medium,-1728,8.870627121,74.43808706,0.583884155,115,42,12,155,91,30,27,0
9755,64.0,New York,Premium,Monthly,1,Apple Pay,Medium,-809,6.287256559,16.32933491,0.354087053,370,4,44,66,31,5,20,0
9756,19.0,North Carolina,Student,Monthly,1,Credit Card,Medium,-2095,19.49341776,92.85101972,0.201767364,388,60,38,173,57,9,1,1
9757,70.0,New York,Free,Yearly,3,Apple Pay,Low,-2109,,70.38806604,0.734903074,6,49,15,65,33,41,20,1
9758,50.0,Wisconsin,Student,Yearly,0,Debit Card,High,-525,39.8795273,82.97003783,0.177052166,227,145,44,136,58,49,18,1
9759,72.0,Montana,Premium,Monthly,2,Credit Card,Low,-2552,15.0329012,117.6295063,0.189096259,312,96,32,24,52,5,5,0
9760,,West Virginia,Student,Monthly,0,Apple Pay,High,-793,20.9752519,78.36124366,0.886008715,267,130,5,88,51,9,25,1
9761,,Idaho,Free,Yearly,1,Debit Card,Low,-1912,20.11021836,91.72224341,0.267537797,249,53,47,7,0,39,32,0
9762,68.0,Vermont,Premium,Monthly,3,Debit Card,Medium,-338,19.65973507,7.545850052,0.356958273,294,188,31,199,78,13,42,1
9763,72.0,Utah,Free,Monthly,0,Apple Pay,Low,-885,34.67957847,57.2286577,0.853869768,235,78,19,192,28,34,47,1
9764,72.0,North Dakota,Student,Yearly,0,Credit Card,Medium,-2221,0.822766531,82.0516558,0.052922128,413,285,27,69,64,27,2,1
9765,38.0,Florida,Student,Yearly,0,Apple Pay,High,-727,,31.79865372,0.57920903,55,146,48,72,41,40,20,0
9766,50.0,Virginia,Premium,Monthly,0,Credit Card,Medium,-442,42.75626743,1.460085356,0.108245193,25,143,40,119,20,19,28,0
9767,,Vermont,Student,Yearly,2,Paypal,High,-2856,22.31218726,29.27566665,0.701883747,291,84,20,176,80,41,24,1
9768,67.0,New York,Family,Monthly,2,Debit Card,Medium,-1938,20.78864372,63.41647044,0.288364977,491,51,8,4,1,4,32,1
9769,,Georgia,Premium,Yearly,3,Paypal,Low,-2024,38.95712131,95.10684275,0.961982578,443,99,49,179,3,16,8,0
9770,73.0,Utah,Student,Monthly,2,Paypal,Medium,-2284,6.3006445,86.91077278,0.860713551,23,4,26,50,62,37,20,1
9771,38.0,New York,Premium,Monthly,4,Debit Card,Medium,-897,44.33244231,4.401835631,0.506338306,264,145,44,105,58,32,16,0
9772,56.0,New York,Student,Monthly,1,Apple Pay,Low,-1462,49.2494691,97.87090937,0.847542844,391,186,28,186,79,9,49,0
9773,73.0,Georgia,Premium,Yearly,2,Apple Pay,High,-804,18.24580526,10.87037367,0.292111744,378,242,26,12,41,13,45,1
9774,46.0,Montana,Premium,Monthly,0,Apple Pay,Low,-2699,44.0328844,79.40124123,0.009877091,147,271,21,139,96,41,20,0
9775,52.0,Washington,Premium,Yearly,2,Credit Card,Medium,-1941,5.476363574,88.94555417,0.702530699,267,34,41,56,44,3,42,1
9776,31.0,Washington,Family,Monthly,4,Debit Card,Medium,-2708,34.39226709,20.53584841,0.526423428,46,31,12,51,65,11,45,0
9777,70.0,Virginia,Free,Monthly,3,Credit Card,Low,-1748,36.46632099,79.78191859,0.413061173,81,85,11,36,94,37,38,1
9778,,Georgia,Family,Monthly,1,Debit Card,Medium,-699,20.66874575,64.44236995,0.555005671,92,149,16,126,9,41,5,0
9779,73.0,North Carolina,Free,Monthly,4,Paypal,Low,-1915,,41.79275666,0.874649627,50,181,48,25,58,37,49,1
9780,76.0,Virginia,Family,Yearly,4,Credit Card,High,-1385,30.55397359,38.62802118,0.654532988,499,16,41,2,58,37,16,1
9781,43.0,Montana,Premium,Monthly,2,Apple Pay,Low,-2903,,75.00571199,0.637928969,339,143,39,79,16,23,6,0
9782,32.0,Florida,Premium,Yearly,2,Apple Pay,Low,-1478,35.22823764,40.34791365,0.188892234,89,80,26,81,41,40,29,0
9783,45.0,Nebrasksa,Student,Yearly,3,Credit Card,Low,-963,40.55956889,33.95174162,0.38630207,152,93,30,176,12,24,43,0
9784,32.0,North Dakota,Student,Yearly,0,Apple Pay,Medium,-2123,1.254001823,118.3566508,0.616982988,330,14,3,13,46,11,15,1
9785,,Wisconsin,Family,Yearly,0,Paypal,Low,-2576,10.93045048,109.7922823,0.290137251,156,214,10,31,39,29,46,0
9786,61.0,Florida,Family,Monthly,4,Paypal,High,-992,,101.6573668,0.122759811,420,133,49,57,92,48,44,1
9787,57.0,West Virginia,,Monthly,0,Apple Pay,Medium,-1313,41.68954613,112.6958216,0.555192704,247,231,4,35,51,40,40,0
9788,58.0,Montana,Student,Monthly,0,Apple Pay,Low,-2597,44.31197586,29.47603312,0.291152777,146,50,1,151,68,39,5,0
9789,36.0,Virginia,Premium,Monthly,0,Paypal,Medium,-599,35.04408392,36.44920923,0.017681869,62,284,25,22,44,11,11,0
9790,66.0,North Dakota,Free,Monthly,1,Paypal,Medium,-2402,22.05474069,52.50646963,0.665929734,440,235,17,67,21,1,23,1
9791,67.0,Washington,Premium,Yearly,1,Apple Pay,High,-2873,24.45626922,100.8080955,0.141246633,459,28,28,171,1,27,7,0
9792,27.0,North Carolina,Free,Yearly,4,Debit Card,High,-1751,42.75200583,12.1428116,0.924241295,39,151,42,163,18,14,37,1
9793,23.0,New Jersey,Premium,Monthly,4,Debit Card,Low,-2418,9.160410183,67.64665854,0.106070791,345,130,14,102,94,45,43,1
9794,79.0,California,Student,Monthly,4,Credit Card,High,-1410,42.70661385,87.69561326,0.24740549,443,206,24,179,68,33,30,1
9795,44.0,Montana,Free,Monthly,1,Credit Card,Medium,-389,42.12802374,70.14358666,0.354377827,344,139,31,30,36,41,26,0
9796,42.0,North Carolina,Free,Yearly,3,Apple Pay,Medium,-985,0.189697119,18.62908986,0.741293256,318,16,36,161,16,22,33,1
9797,20.0,South Carolina,Family,Yearly,4,Paypal,Medium,-1448,40.10371478,51.6595925,0.067070035,10,82,33,31,8,19,6,1
9798,30.0,Alabama,Student,Yearly,1,Paypal,Low,-2851,32.22537709,51.47109307,0.290454695,132,150,18,186,4,34,19,0
9799,,Georgia,Premium,Monthly,0,Credit Card,Low,-1268,26.17179051,88.31553651,0.211495553,78,67,47,41,99,1,49,0
9800,68.0,Montana,Free,Monthly,1,Debit Card,High,-2703,10.97042241,89.77485966,0.365955229,374,297,23,175,9,25,37,1
9801,,New Jersey,Premium,Monthly,0,Debit Card,Medium,-56,38.58756159,4.427712219,0.945034513,137,94,17,141,78,31,3,0
9802,78.0,Georgia,Premium,Monthly,2,Apple Pay,High,-432,22.47135414,60.83569378,0.455695179,39,42,27,66,50,41,49,0
9803,19.0,Idaho,Family,Yearly,1,Apple Pay,Medium,-750,48.84479506,106.290425,0.828394652,276,5,48,5,16,2,40,0
9804,42.0,South Carolina,Premium,Yearly,3,Credit Card,Low,-2791,48.84757811,92.79619266,0.185900097,326,108,48,128,15,24,17,0
9805,,Idaho,Family,Monthly,1,Paypal,Low,-380,45.00183122,17.12761212,0.556648203,53,275,4,13,24,1,25,0
9806,32.0,Utah,Premium,Monthly,2,Apple Pay,Low,-2495,,43.33634685,0.068524912,118,237,45,161,91,40,28,0
9807,59.0,Georgia,Free,Yearly,4,Apple Pay,Low,-578,28.06506413,109.3712212,0.607927653,171,298,44,104,66,7,34,0
9808,31.0,New Jersey,Premium,Monthly,0,Credit Card,Medium,-1949,49.58136544,64.27207837,0.492137148,134,293,27,100,38,0,20,0
9809,77.0,New York,Student,Yearly,4,Paypal,Low,-1276,36.50116662,70.1695856,0.072434721,9,187,23,197,99,21,17,1
9810,60.0,Idaho,Student,Yearly,0,Paypal,Medium,-477,41.86809128,116.1393841,0.975878864,108,191,38,50,12,2,38,0
9811,61.0,South Carolina,Family,Monthly,1,Credit Card,High,-968,32.54010393,60.65254247,0.712160303,162,68,15,117,43,9,49,0
9812,45.0,California,Premium,Monthly,4,Apple Pay,Low,-2706,0.351687263,70.16074228,0.763024298,68,64,43,11,51,19,12,1
9813,40.0,New Jersey,Free,Yearly,4,Debit Card,Low,-215,41.73656867,76.87033114,0.8433532,19,104,4,2,47,49,34,1
9814,63.0,South Carolina,Premium,Yearly,3,Credit Card,Medium,-1077,49.36586844,19.98676842,0.062955077,399,150,15,42,20,19,1,1
9815,69.0,Virginia,Premium,Monthly,3,Debit Card,High,-967,3.044721082,117.6567237,0.402989723,485,30,15,96,26,10,35,1
9816,21.0,South Carolina,Premium,Monthly,2,Apple Pay,High,-1502,39.46084803,99.67534149,0.65626532,213,38,48,187,63,35,35,0
9817,42.0,Wisconsin,Free,Monthly,3,Debit Card,Medium,-240,22.10665744,4.779751815,0.460503625,282,20,45,18,49,34,1,1
9818,66.0,Virginia,Premium,Monthly,3,Paypal,Low,-90,49.4997803,75.89348257,0.464749639,373,114,49,162,71,19,36,0
9819,,California,Premium,Yearly,0,Credit Card,Medium,-1140,5.03540186,22.17358092,0.23231798,310,61,40,136,16,3,10,0
9820,23.0,Maine,Family,Monthly,3,Paypal,High,-2330,19.7417826,50.13695038,0.529503758,397,255,0,191,40,19,10,1
9821,56.0,Virginia,Student,Yearly,4,Apple Pay,High,-2784,5.62449348,56.90548238,0.001286911,320,79,43,50,59,5,8,1
9822,64.0,Georgia,Premium,Yearly,1,Apple Pay,Medium,-932,18.89245043,69.02723162,0.291763647,298,200,38,161,73,17,22,0
9823,32.0,Nebrasksa,Free,Yearly,1,Paypal,Low,-2838,33.32657477,108.3233626,0.148393467,366,99,31,177,27,30,5,0
9824,54.0,Wisconsin,Family,Yearly,3,Credit Card,High,-32,43.34650913,109.2012192,0.671188444,464,235,10,98,84,1,36,0
9825,38.0,New Jersey,Family,Monthly,3,Paypal,High,-1842,37.98361991,110.0759326,0.577424909,201,297,34,112,18,10,16,0
9826,60.0,Maine,Family,Yearly,4,Apple Pay,High,-202,26.9129741,22.02346752,0.929779173,38,238,9,35,53,5,23,1
9827,21.0,California,Student,Yearly,3,Credit Card,Medium,-592,19.49761227,47.71767554,0.761143258,390,237,8,185,26,17,35,1
9828,62.0,North Dakota,Free,Monthly,1,Debit Card,Medium,-1032,18.98824684,43.36721763,0.472588885,407,47,47,109,91,35,20,1
9829,36.0,Montana,Free,Monthly,2,Paypal,Medium,-2124,37.0005866,103.3605707,0.628140455,198,104,2,124,40,25,0,1
9830,61.0,North Carolina,Family,Monthly,3,Debit Card,High,-1375,38.03653566,45.42531132,0.968433995,231,193,37,152,9,7,14,1
9831,37.0,North Dakota,Student,Yearly,4,Apple Pay,Medium,-2764,9.452431106,74.14833449,0.677935488,293,274,40,77,48,32,46,1
9832,33.0,Montana,Premium,Monthly,2,Paypal,High,-1682,46.24349918,112.2650717,0.821095531,197,138,35,25,80,19,2,1
9833,62.0,Georgia,Student,Yearly,3,Debit Card,High,-2840,6.750155601,118.6823429,0.213089991,194,202,17,50,9,39,31,1
9834,47.0,New Jersey,Premium,Yearly,1,Paypal,High,-1998,49.1847152,99.83676172,0.874590481,415,50,49,18,5,18,11,0
9835,66.0,South Carolina,Family,Yearly,3,Apple Pay,High,-797,47.85377792,111.600013,0.610858093,165,183,10,116,93,7,35,0
9836,20.0,Virginia,Free,Yearly,4,Debit Card,High,-470,17.01388561,86.37787963,0.338507036,67,221,5,44,20,36,28,1
9837,66.0,Montana,Free,Monthly,3,Credit Card,Medium,-164,37.59064342,96.71721267,0.344103731,360,211,37,177,16,41,28,1
9838,21.0,Vermont,Free,Yearly,0,Paypal,High,-1503,20.62264368,83.28925306,0.251903734,346,211,8,141,58,21,38,1
9839,78.0,Alabama,Free,Monthly,3,Apple Pay,Low,-96,39.4305524,74.4736589,0.770775649,13,126,4,17,58,39,27,1
9840,66.0,Virginia,Student,Yearly,3,Credit Card,High,-2362,14.87345412,56.55938776,0.004271956,353,255,36,157,26,25,4,1
9841,78.0,Georgia,Premium,Yearly,3,Apple Pay,High,-1535,31.28170523,6.813696288,0.507879639,154,86,13,43,70,45,42,1
9842,,Alabama,Family,Yearly,1,Debit Card,High,-2776,8.904778967,52.29194317,0.456667811,370,253,17,33,81,18,45,1
9843,45.0,Idaho,Premium,Yearly,3,Debit Card,High,-1874,31.75224073,22.5820414,0.668573129,273,180,35,127,3,4,2,1
9844,52.0,Utah,Free,Monthly,2,Apple Pay,Medium,-1481,,89.03329098,0.944402907,134,274,41,113,19,22,13,1
9845,75.0,North Dakota,,Monthly,1,Debit Card,Medium,-875,,60.48007764,0.83433577,393,240,37,158,29,38,27,0
9846,32.0,Maine,Family,Monthly,0,Apple Pay,Medium,-2221,24.82112926,38.80151286,0.393294037,312,36,10,123,88,20,23,0
9847,41.0,Vermont,Free,Yearly,0,Paypal,High,-1531,10.40975419,116.8664333,0.983857187,318,208,41,84,89,27,0,1
9848,43.0,Idaho,Free,Yearly,3,Paypal,Low,-1299,13.45597515,31.7586199,0.009957656,230,63,33,158,83,15,44,0
9849,46.0,Washington,Student,Monthly,0,Debit Card,High,-2798,1.226655504,119.6130336,0.456768184,293,240,13,165,10,31,12,1
9850,30.0,Wisconsin,Family,Yearly,3,Paypal,Medium,-2802,,24.08756047,0.506204208,396,28,24,70,29,7,24,0
9851,55.0,West Virginia,Premium,Yearly,4,Debit Card,Low,-2594,42.61901538,39.66930675,0.989050447,121,293,12,14,41,2,42,0
9852,68.0,New Jersey,Premium,Yearly,3,Paypal,Medium,-383,14.38324796,10.38614916,0.909946321,442,264,21,164,2,4,27,1
9853,59.0,Alabama,Student,Yearly,2,Credit Card,High,-2305,11.43419968,96.85477172,0.513077403,117,117,35,70,41,43,49,0
9854,,Utah,Family,Yearly,0,Debit Card,High,-984,,112.896302,0.722108036,305,258,30,133,3,14,27,1
9855,52.0,Virginia,Student,Yearly,4,Debit Card,Medium,-1993,,21.11410166,0.779401908,309,101,43,195,86,37,11,1
